area_name,median_rent,median_home_value,median_income,zip,is_texas_zip,rent_affordability_score,home_affordability_score,income_score,starter_score
ZCTA5 76637,943,223800,79375,76637,TRUE,7.902378746,8.888156317,2.743302613,6.650389177
ZCTA5 78140,845,85200,50250,78140,TRUE,8.205128205,9.718892352,1.504620868,6.649105248
ZCTA5 75462,929,250200,81563,75462,TRUE,7.945628669,8.729920882,2.836357914,6.648135106
ZCTA5 78609,651,319700,64418,78609,TRUE,8.804448563,8.313354112,2.107183716,6.647940774
ZCTA5 76634,915,211500,74694,76634,TRUE,7.988878591,8.961879645,2.544220407,6.647381452
ZCTA5 78586,796,87200,45575,78586,TRUE,8.356502935,9.706904819,1.305793841,6.646410772
ZCTA5 76856,800,292400,74677,76856,TRUE,8.344145814,8.476983937,2.543497399,6.643802726
ZCTA5 79031,766,96600,43750,79031,TRUE,8.449181341,9.650563414,1.228176873,6.643294622
ZCTA5 79086,984,137700,70648,79086,TRUE,7.775718258,9.404219612,2.372144653,6.643196582
ZCTA5 76825,794,148800,53665,76825,TRUE,8.362681495,9.337688804,1.649860289,6.641337326
ZCTA5 78582,747,102800,42626,78582,TRUE,8.507877665,9.613402062,1.180373327,6.641283682
ZCTA5 75163,794,198200,60462,75163,TRUE,8.362681495,9.041596739,1.938935648,6.639232314
ZCTA5 76823,825,139600,55156,76823,TRUE,8.266913809,9.392831455,1.713272289,6.638596647
ZCTA5 76255,796,164400,55841,76255,TRUE,8.356502935,9.244186047,1.742405233,6.638578558
ZCTA5 76450,956,192900,75258,76450,TRUE,7.862218103,9.073363702,2.568207239,6.637358524
ZCTA5 75693,1193,222400,102146,75693,TRUE,7.130058696,8.896547591,3.71174972,6.634512672
ZCTA5 78537,763,81900,40668,78537,TRUE,8.458449181,9.738671781,1.09709989,6.634111174
ZCTA5 79039,1036,105000,70357,79039,TRUE,7.615075687,9.600215776,2.359768468,6.634025548
ZCTA5 79745,1071,154100,80585,79745,TRUE,7.50695088,9.305921841,2.794763725,6.632986022
ZCTA5 78870,836,128600,54167,78870,TRUE,8.232931727,9.458762887,1.671210272,6.632164638
ZCTA5 78560,879,111600,55721,78560,TRUE,8.100092678,9.560656917,1.737301651,6.629424642
ZCTA5 78557,842,163600,59441,78557,TRUE,8.214396046,9.24898106,1.895512676,6.629106539
ZCTA5 79009,973,116300,65333,79009,TRUE,7.80970034,9.532486214,2.146098525,6.627455558
ZCTA5 79356,830,79900,46351,79356,TRUE,8.251467408,9.750659314,1.338797001,6.627423858
ZCTA5 79013,816,81500,45106,79013,TRUE,8.294717331,9.741069288,1.285847343,6.625961922
ZCTA5 77990,1170,54200,75417,77990,TRUE,7.201112141,9.904699113,2.574969485,6.624345436
ZCTA5 77420,840,226400,67697,77420,TRUE,8.220574606,8.872572525,2.246639079,6.623993324
ZCTA5 78101,1132,335500,111280,78101,TRUE,7.318504788,8.218652601,4.100217328,6.623062894
ZCTA5 78663,1688,356800,168125,78663,TRUE,5.600864998,8.090985375,6.517826385,6.622989527
ZCTA5 79045,927,116500,60543,79045,TRUE,7.951807229,9.531287461,1.942380566,6.6228233
ZCTA5 75770,986,239200,83542,75770,TRUE,7.769539697,8.795852314,2.920524478,6.622728916
ZCTA5 76639,748,154400,48514,76639,TRUE,8.504788384,9.304123711,1.430789056,6.622389184
ZCTA5 79019,993,172500,74750,79019,TRUE,7.747914736,9.195636538,2.546602078,6.621837479
ZCTA5 78569,911,117000,58950,78569,TRUE,8.001235712,9.528290578,1.874630522,6.621370615
ZCTA5 75643,879,142000,59342,75643,TRUE,8.100092678,9.378446416,1.891302221,6.620961662
ZCTA5 75496,850,200900,64808,75496,TRUE,8.189681804,9.02541357,2.123770356,6.620627899
ZCTA5 78584,636,81400,27056,78584,TRUE,8.850787766,9.741668665,0.518183635,6.618270797
ZCTA5 77657,1091,256100,95718,77657,TRUE,7.445165276,8.69455766,3.438367875,6.617943771
ZCTA5 77954,887,187200,66195,77954,TRUE,8.075378437,9.107528171,2.182759251,6.617237601
ZCTA5 79377,725,144100,44000,79377,TRUE,8.575841829,9.365859506,1.238809334,6.611737384
ZCTA5 75472,878,164600,61694,75472,TRUE,8.103181959,9.242987293,1.991332418,6.611568697
ZCTA5 76463,850,163200,58750,76463,TRUE,8.189681804,9.251378566,1.866124553,6.611123657
ZCTA5 75491,941,247300,79386,75491,TRUE,7.908557306,8.747302805,2.743770441,6.610744896
ZCTA5 78574,836,129900,52393,78574,TRUE,8.232931727,9.45097099,1.595762326,6.607192686
ZCTA5 78596,936,104000,58411,78596,TRUE,7.924003707,9.606209542,1.851706935,6.606976426
ZCTA5 78548,791,54400,37308,78548,TRUE,8.371949336,9.90350036,0.95419961,6.606089725
ZCTA5 79027,878,90900,50865,79027,TRUE,8.103181959,9.684727883,1.530776723,6.605924165
ZCTA5 79530,1100,88300,71979,79530,TRUE,7.417361755,9.700311676,2.428751877,6.605663768
ZCTA5 75182,1422,565300,170348,75182,TRUE,6.422613531,6.841285064,6.612370231,6.605142001
ZCTA5 79065,934,110000,58912,79065,TRUE,7.930182268,9.570246943,1.873014388,6.605051306
ZCTA5 75148,899,203000,68569,75148,TRUE,8.038307074,9.01282666,2.283725104,6.604288359
ZCTA5 76354,964,159900,68721,76354,TRUE,7.837503862,9.271157996,2.290189641,6.603405836
ZCTA5 75436,1125,201400,90043,75436,TRUE,7.34012975,9.022416687,3.197011002,6.601880207
ZCTA5 77515,1076,226200,88787,77515,TRUE,7.491504479,8.873771278,3.143593517,6.60181123
ZCTA5 76437,947,117500,60923,76437,TRUE,7.890021625,9.525293695,1.958541907,6.60115933
ZCTA5 75844,880,160100,60376,75844,TRUE,8.097003398,9.269959242,1.935278081,6.600372556
ZCTA5 75692,928,152300,63904,75692,TRUE,7.948717949,9.316710621,2.085323376,6.600097378
ZCTA5 79014,836,204300,62273,79014,TRUE,8.232931727,9.005034764,2.015957198,6.599470279
ZCTA5 75493,863,105300,50893,75493,TRUE,8.149521162,9.598417646,1.531967558,6.598924026
ZCTA5 79201,913,124600,58438,79201,TRUE,7.995057152,9.482737953,1.852855241,6.598700819
ZCTA5 79922,1076,350200,106003,79922,TRUE,7.491504479,8.130544234,3.875787334,6.598501262
ZCTA5 78566,891,154300,60187,78566,TRUE,8.063021316,9.304723088,1.927239941,6.594797435
ZCTA5 76951,952,147000,64954,76951,TRUE,7.874575224,9.348477583,2.129979713,6.593367279
ZCTA5 78570,803,86500,41965,78570,TRUE,8.334877973,9.711100456,1.152261099,6.592959656
ZCTA5 76629,935,211000,72262,76629,TRUE,7.927092987,8.964876528,2.440787823,6.5925365
ZCTA5 75572,772,134200,45625,75572,TRUE,8.43064566,9.425197794,1.307920333,6.592193702
ZCTA5 78069,1111,114300,75625,78069,TRUE,7.383379673,9.544473747,2.583815693,6.591838701
ZCTA5 78941,1004,194200,76477,78941,TRUE,7.713932654,9.065571805,2.620051121,6.591259939
ZCTA5 75662,968,173900,70096,75662,TRUE,7.825146741,9.187245265,2.348668178,6.590832729
ZCTA5 75554,738,166900,46750,75554,TRUE,8.535681186,9.22920163,1.355766409,6.589762886
ZCTA5 76642,866,189000,62243,76642,TRUE,8.140253321,9.096739391,2.014681303,6.589527536
ZCTA5 78578,749,196200,51880,78578,TRUE,8.501699104,9.053584272,1.573944516,6.588938278
ZCTA5 79092,1101,176700,83068,79092,TRUE,7.414272475,9.170462719,2.900365331,6.586957405
ZCTA5 75551,932,160000,64248,75551,TRUE,7.936360828,9.270558619,2.099953642,6.58569801
ZCTA5 75423,748,252900,59375,75423,TRUE,8.504788384,8.713737713,1.892705706,6.583848379
ZCTA5 79553,896,69500,47839,79553,TRUE,8.047574915,9.812994486,1.402081411,6.583552735
ZCTA5 79096,963,160600,67165,79096,TRUE,7.840593142,9.266962359,2.224013201,6.583529925
ZCTA5 75479,971,209500,74803,75479,TRUE,7.8158789,8.973867178,2.54885616,6.583168561
ZCTA5 75684,868,156100,57273,75684,TRUE,8.134074761,9.293934308,1.803307971,6.582802588
ZCTA5 75833,960,179500,69338,75833,TRUE,7.849860982,9.153680173,2.316430555,6.580977611
ZCTA5 76384,928,89700,53564,76384,TRUE,7.948717949,9.691920403,1.645564775,6.580732733
ZCTA5 77659,1299,241100,110590,77659,TRUE,6.802594995,8.784464157,4.070871734,6.577638766
ZCTA5 79772,988,120400,63347,79772,TRUE,7.763361137,9.507911772,2.061634252,6.576208262
ZCTA5 79367,869,83200,46458,79367,TRUE,8.13098548,9.730879885,1.343347694,6.574662466
ZCTA5 78341,867,76100,45259,78341,TRUE,8.137164041,9.773435627,1.29235441,6.574602627
ZCTA5 78061,983,103400,60247,78061,TRUE,7.778807538,9.609805802,1.929791731,6.573402275
ZCTA5 79036,1250,132300,90170,79036,TRUE,6.953969725,9.436585951,3.202412293,6.573287363
ZCTA5 78543,844,87800,44527,78543,TRUE,8.208217485,9.703308559,1.261222563,6.572646331
ZCTA5 76641,1108,166300,81094,76641,TRUE,7.392647513,9.23279789,2.816411417,6.571821797
ZCTA5 78542,865,150200,55243,78542,TRUE,8.143342601,9.329297531,1.716972385,6.571218015
ZCTA5 77517,971,314100,88567,77517,TRUE,7.8158789,8.346919204,3.134236951,6.570698407
ZCTA5 75494,839,199100,59539,75494,TRUE,8.223663886,9.03620235,1.899680601,6.57023044
ZCTA5 76310,1036,224600,82183,76310,TRUE,7.615075687,8.883361304,2.862726418,6.569856592
ZCTA5 79108,966,163200,66676,79108,TRUE,7.831325301,9.251378566,2.203216107,6.568908522
ZCTA5 75969,1120,180800,84063,75969,TRUE,7.355576151,9.145888276,2.942682527,6.568801701
ZCTA5 78629,829,206700,59521,78629,TRUE,8.254556688,8.990649724,1.898915064,6.568692112
ZCTA5 75021,1096,190500,83067,75021,TRUE,7.429718876,9.087748741,2.900322802,6.568309013
ZCTA5 76442,915,150300,59853,76442,TRUE,7.988878591,9.328698154,1.913034972,6.568071374
ZCTA5 76470,806,81100,39434,76470,TRUE,8.325610133,9.743466795,1.044618061,6.56666951
ZCTA5 76272,829,362100,81174,76272,TRUE,8.254556688,8.059218413,2.819813804,6.56553234
ZCTA5 79851,1000,62600,55500,79851,TRUE,7.726289774,9.854351474,1.727902556,6.565192119
ZCTA5 79563,933,64600,49276,79563,TRUE,7.933271548,9.842363942,1.463196798,6.564976841
ZCTA5 76301,843,74800,41947,76301,TRUE,8.211306766,9.781227523,1.151495562,6.564339632
ZCTA5 79035,1034,158600,72202,79035,TRUE,7.621254248,9.278949892,2.438236032,6.563657476
ZCTA5 77905,1103,227500,88585,77905,TRUE,7.408093914,8.865979381,3.135002488,6.563532126
ZCTA5 78593,898,85100,48649,78593,TRUE,8.041396355,9.719491729,1.436530585,6.563365236
ZCTA5 75862,877,124200,52017,75862,TRUE,8.106271239,9.485135459,1.579771104,6.561980465
ZCTA5 76520,954,162100,64800,76520,TRUE,7.868396664,9.257971709,2.123430117,6.561779213
ZCTA5 78071,915,158500,60500,78071,TRUE,7.988878591,9.279549269,1.940551782,6.561581752
ZCTA5 79088,771,82800,35804,79088,TRUE,8.43373494,9.733277392,0.890234722,6.56054761
ZCTA5 76228,988,171200,69250,76228,TRUE,7.763361137,9.203428434,2.312687929,6.560179364
ZCTA5 75973,1024,130800,67023,75973,TRUE,7.65214705,9.4455766,2.217973963,6.559923989
ZCTA5 78370,984,176700,69570,78370,TRUE,7.775718258,9.170462719,2.326297479,6.559315362
ZCTA5 76821,1013,112900,63380,76821,TRUE,7.686129132,9.55286502,2.063037737,6.55922248
ZCTA5 75785,955,165000,65000,75785,TRUE,7.865307383,9.240589787,2.131936086,6.557880715
ZCTA5 79072,846,114000,47255,79072,TRUE,8.202038925,9.546271877,1.377243981,6.557870327
ZCTA5 79316,818,103900,43063,79316,TRUE,8.28853877,9.606808919,1.198958869,6.557145845
ZCTA5 79364,980,89300,56538,79364,TRUE,7.788075378,9.694317909,1.772048535,6.555140085
ZCTA5 79043,1037,60200,57956,79043,TRUE,7.611986407,9.868736514,1.832355856,6.555122274
ZCTA5 75946,908,151800,58177,75946,TRUE,8.010503553,9.319707504,1.841754952,6.552640158
ZCTA5 76427,1082,153600,75191,76427,TRUE,7.472968798,9.308918725,2.56535774,6.551470459
ZCTA5 78147,950,225000,72404,78147,TRUE,7.880753784,8.880963798,2.446827061,6.550638771
ZCTA5 77625,1047,145300,70517,77625,TRUE,7.581093605,9.358666986,2.366573243,6.550009511
ZCTA5 79556,903,94900,49393,79556,TRUE,8.025949954,9.660752817,1.46817279,6.549057664
ZCTA5 78535,778,107300,39000,78535,TRUE,8.412109978,9.586430113,1.026160108,6.548621058
ZCTA5 75706,973,135400,61687,75706,TRUE,7.80970034,9.418005275,1.991034709,6.546592131
ZCTA5 79901,555,91400,14872,79901,TRUE,9.101019462,9.681731,0,6.544927085
ZCTA5 76050,1017,273600,85194,76050,TRUE,7.673772011,8.589666747,2.990783783,6.543643963
ZCTA5 75144,940,168800,62949,75144,TRUE,7.911646586,9.217813474,2.044707373,6.543414889
ZCTA5 78022,864,171100,55895,78022,TRUE,8.146431881,9.204027811,1.744701845,6.543191649
ZCTA5 79015,990,280400,83445,79015,TRUE,7.757182576,8.548909135,2.916399083,6.542465496
ZCTA5 76648,909,132000,54669,76648,TRUE,8.007414272,9.438384081,1.692560254,6.542249009
ZCTA5 77535,1082,225200,84497,77535,TRUE,7.472968798,8.879765044,2.96114048,6.541459177
ZCTA5 75652,988,182000,69250,75652,TRUE,7.763361137,9.138695756,2.312687929,6.54075956
ZCTA5 78121,1192,402600,120048,78121,TRUE,7.133147977,7.81647087,4.473119011,6.540136155
ZCTA5 77656,1016,114000,62303,77656,TRUE,7.676861291,9.546271877,2.017233093,6.539796008
ZCTA5 79339,1048,79000,60375,79339,TRUE,7.578004325,9.756053704,1.935235552,6.538588507
ZCTA5 75846,906,204100,64250,75846,TRUE,8.016682113,9.006233517,2.100038702,6.538554511
ZCTA5 76433,1181,395000,117702,76433,TRUE,7.167130059,7.862023496,4.373343994,6.53746227
ZCTA5 75951,904,128100,53147,75951,TRUE,8.022860673,9.46175977,1.62782983,6.536021149
ZCTA5 75561,988,119500,60047,75561,TRUE,7.763361137,9.513306162,1.921285762,6.535722032
ZCTA5 75773,785,245600,58138,75773,TRUE,8.390485017,8.757492208,1.840096288,6.535470555
ZCTA5 77964,899,238300,68056,77964,TRUE,8.038307074,8.801246703,2.261907293,6.534269029
ZCTA5 79720,1032,152500,68785,79720,TRUE,7.627432808,9.315511868,2.292911551,6.533500149
ZCTA5 76801,885,150400,54231,76801,TRUE,8.081556997,9.328098777,1.673932182,6.533232087
ZCTA5 76693,867,176100,55645,76693,TRUE,8.137164041,9.174058979,1.734069383,6.527304125
ZCTA5 79830,902,229400,66546,79830,TRUE,8.029039234,8.854591225,2.197687227,6.527299229
ZCTA5 77836,1017,215100,75625,77836,TRUE,7.673772011,8.940302086,2.583815693,6.526744138
ZCTA5 79855,1043,79300,58910,79855,TRUE,7.593450726,9.754255574,1.872929328,6.525535761
ZCTA5 75763,1033,163200,69756,75763,TRUE,7.624343528,9.251378566,2.33420803,6.52541339
ZCTA5 75433,1137,207600,86042,75433,TRUE,7.303058387,8.985255334,3.026849091,6.524854683
ZCTA5 78589,937,120400,54285,78589,TRUE,7.920914427,9.507911772,1.676228794,6.52360794
ZCTA5 78840,995,164600,66084,78840,TRUE,7.741736175,9.242987293,2.178038438,6.52300219
ZCTA5 75124,1019,240800,79083,75124,TRUE,7.667593451,8.786262287,2.730883898,6.522181236
ZCTA5 76692,877,169100,55149,76692,TRUE,8.106271239,9.216015344,1.71297458,6.521205473
ZCTA5 77613,1028,190100,72667,77613,TRUE,7.639789929,9.090146248,2.45801241,6.520363569
ZCTA5 75831,920,117500,51935,75831,TRUE,7.97343219,9.525293695,1.576283657,6.519846082
ZCTA5 76528,954,226900,70558,76528,TRUE,7.868396664,8.869575641,2.368316966,6.518726448
ZCTA5 78572,902,147300,54298,78572,TRUE,8.029039234,9.346679453,1.676781682,6.518654034
ZCTA5 75943,870,219100,61302,75943,TRUE,8.1278962,8.91632702,1.974660718,6.518454801
ZCTA5 76458,843,259000,64297,76458,TRUE,8.211306766,8.677175737,2.102037605,6.518286709
ZCTA5 76550,1018,241600,78578,76550,TRUE,7.670682731,8.781467274,2.709406326,6.515535172
ZCTA5 78114,1042,292600,88087,78114,TRUE,7.596540006,8.475785183,3.113822625,6.515498345
ZCTA5 78368,900,95300,46486,78368,TRUE,8.035217794,9.65835531,1.34453853,6.51495527
ZCTA5 79064,1045,89500,59698,79064,TRUE,7.587272166,9.693119156,1.906442846,6.514777467
ZCTA5 77486,983,240200,74857,77486,TRUE,7.778807538,8.789858547,2.551152771,6.513826411
ZCTA5 78520,865,146000,50116,78520,TRUE,8.143342601,9.35447135,1.498921868,6.513355006
ZCTA5 75964,957,130900,56762,75964,TRUE,7.859128823,9.444977224,1.78157522,6.511617262
ZCTA5 75765,888,204600,60317,75765,TRUE,8.072289157,9.003236634,1.932768821,6.509717299
ZCTA5 77705,930,135900,54633,77705,TRUE,7.942539388,9.415008391,1.69102918,6.508827027
ZCTA5 79905,674,106800,25721,79905,TRUE,8.733395119,9.589426996,0.461406292,6.508608034
ZCTA5 79022,1060,172000,72286,79022,TRUE,7.540932963,9.198633421,2.441808539,6.508505773
ZCTA5 78834,845,87700,39477,78834,TRUE,8.205128205,9.703907936,1.046446844,6.507157716
ZCTA5 76225,991,305800,84336,76225,TRUE,7.754093296,8.396667466,2.954293175,6.506925511
ZCTA5 77437,1042,184700,72200,77437,TRUE,7.596540006,9.122512587,2.438150972,6.50681507
ZCTA5 76682,1147,197400,84148,76682,TRUE,7.272165585,9.046391753,2.946297564,6.506673029
ZCTA5 75569,895,170200,55884,75569,TRUE,8.050664195,9.209422201,1.744234016,6.506362543
ZCTA5 76561,948,165700,60357,76561,TRUE,7.886932345,9.23639415,1.934470014,6.506032187
ZCTA5 75158,1174,293600,100263,75158,TRUE,7.18875502,8.469791417,3.631666022,6.50593924
ZCTA5 75835,869,172200,53611,75835,TRUE,8.13098548,9.197434668,1.647563678,6.505893696
ZCTA5 75657,913,113200,49466,75657,TRUE,7.995057152,9.55106689,1.471277469,6.504726168
ZCTA5 79256,877,65800,39231,79256,TRUE,8.106271239,9.835171422,1.035984502,6.503855273
ZCTA5 77962,1075,240100,82940,77962,TRUE,7.49459376,8.790457924,2.894921511,6.503451334
ZCTA5 79042,1081,148500,70590,79042,TRUE,7.476058078,9.339486934,2.369677921,6.503172688
ZCTA5 79549,1018,112000,59147,79549,TRUE,7.670682731,9.55825941,1.883008901,6.500653586
ZCTA5 76531,894,126300,49100,76531,TRUE,8.053753475,9.47254855,1.455711546,6.499979419
ZCTA5 75169,1056,194500,74350,75169,TRUE,7.553290083,9.063773675,2.52959014,6.499325178
ZCTA5 79526,1229,143800,83843,79526,TRUE,7.018844609,9.367657636,2.933325961,6.497832923
ZCTA5 78852,859,157900,49954,78852,TRUE,8.161878282,9.283145529,1.492032033,6.497304582
ZCTA5 79124,1208,362300,112541,79124,TRUE,7.083719493,8.05801966,4.153847462,6.497047934
ZCTA5 77577,938,253000,70938,77577,TRUE,7.917825147,8.713138336,2.384478308,6.496415052
ZCTA5 78521,889,99700,44509,78521,TRUE,8.069199876,9.631982738,1.260457026,6.49541188
ZCTA5 75438,1273,238000,101125,75438,TRUE,6.882916281,8.803044833,3.668326748,6.494577987
ZCTA5 76522,1051,185800,72206,76522,TRUE,7.568736484,9.115919444,2.438406152,6.493792272
ZCTA5 78361,824,129400,42211,78361,TRUE,8.270003089,9.453967873,1.162723441,6.49300863
ZCTA5 75840,878,206200,58224,75840,TRUE,8.103181959,8.993646608,1.843753854,6.492492922
ZCTA5 75630,865,156300,49677,75630,TRUE,8.143342601,9.292735555,1.480251266,6.489233087
ZCTA5 79029,1013,161900,64652,79029,TRUE,7.686129132,9.259170463,2.1171357,6.487343502
ZCTA5 79109,986,222900,70435,79109,TRUE,7.769539697,8.893550707,2.363085795,6.48480683
ZCTA5 78390,1196,135700,78367,78390,TRUE,7.120790856,9.416207145,2.700432529,6.483308244
ZCTA5 78550,900,131100,49007,78550,TRUE,8.035217794,9.44377847,1.45175627,6.48274754
ZCTA5 75702,950,115200,51564,75702,TRUE,7.880753784,9.539079357,1.560505084,6.482176846
ZCTA5 76687,973,254500,73323,76687,TRUE,7.80970034,8.704147686,2.485911989,6.480898038
ZCTA5 79079,981,92500,51250,79079,TRUE,7.784986098,9.675137857,1.547150713,6.48068101
ZCTA5 78599,1007,125400,58349,78599,TRUE,7.704664813,9.477942939,1.849070085,6.479969833
ZCTA5 76302,962,165800,59590,76302,TRUE,7.843682422,9.235794773,1.901849623,6.478766288
ZCTA5 76483,1022,79400,53214,76483,TRUE,7.65832561,9.753656198,1.630679329,6.478630902
ZCTA5 75654,1057,173400,69848,75654,TRUE,7.550200803,9.190242148,2.338120776,6.478589199
ZCTA5 78332,947,107500,49887,78332,TRUE,7.890021625,9.585231359,1.489182534,6.478332818
ZCTA5 76567,993,218700,69983,76567,TRUE,7.747914736,8.918724526,2.343862305,6.477941944
ZCTA5 76578,1177,341300,105063,76578,TRUE,7.179487179,8.183888756,3.835809279,6.477704282
ZCTA5 77327,994,163200,62219,77327,TRUE,7.744825456,9.251378566,2.013660586,6.477441928
ZCTA5 77632,1083,189300,74418,77632,TRUE,7.469879518,9.094941261,2.532482169,6.476178836
ZCTA5 79706,1247,316400,108059,79706,TRUE,6.963237566,8.333133541,3.963228696,6.474203697
ZCTA5 78024,954,500000,105381,78024,TRUE,7.868396664,7.232678015,3.84933377,6.471962201
ZCTA5 79766,1158,140800,74407,79766,TRUE,7.238183503,9.385638936,2.532014341,6.470569384
ZCTA5 75932,1070,107400,61161,75932,TRUE,7.510040161,9.585830736,1.96866401,6.470364488
ZCTA5 76933,935,157500,55104,76933,TRUE,7.927092987,9.285543035,1.711060737,6.469818327
ZCTA5 77701,981,84000,49181,77701,TRUE,7.784986098,9.726084872,1.459156463,6.46956684
ZCTA5 76306,921,111600,46957,76306,TRUE,7.97034291,9.560656917,1.364570087,6.465705265
ZCTA5 79052,815,99800,34922,79052,TRUE,8.297806611,9.631383361,0.852723399,6.464354672
ZCTA5 75455,908,186900,56163,75455,TRUE,8.010503553,9.109326301,1.756099843,6.463829264
ZCTA5 78372,904,161900,52237,78372,TRUE,8.022860673,9.259170463,1.58912767,6.463633709
ZCTA5 77306,1137,174100,76257,77306,TRUE,7.303058387,9.186046512,2.610694555,6.460245675
ZCTA5 77830,1153,350000,102557,77830,TRUE,7.253629904,8.131742987,3.729229487,6.459743704
ZCTA5 76557,1154,232400,86056,76557,TRUE,7.250540624,8.836609926,3.027444509,6.45943258
ZCTA5 75766,908,156000,51394,75766,TRUE,8.010503553,9.294533685,1.553275011,6.45854403
ZCTA5 79835,923,109300,45924,79835,TRUE,7.96416435,9.57444258,1.320636757,6.454189541
ZCTA5 78934,869,234500,58302,78934,TRUE,8.13098548,8.824023016,1.847071182,6.453722452
ZCTA5 75661,811,158500,41929,75661,TRUE,8.310163732,9.279549269,1.150730025,6.453149281
ZCTA5 76645,978,199100,63737,76645,TRUE,7.794253939,9.03620235,2.078220892,6.452028548
ZCTA5 75672,1089,172400,70610,75672,TRUE,7.451343837,9.196235915,2.370528518,6.450566865
ZCTA5 76660,869,174300,49375,76660,TRUE,8.13098548,9.184847758,1.467407253,6.448070696
ZCTA5 76066,1257,358200,112733,76066,TRUE,6.932344764,8.082594102,4.162013193,6.446320094
ZCTA5 75601,987,210500,65700,75601,TRUE,7.766450417,8.967873412,2.161706978,6.445454284
ZCTA5 79849,919,109800,44831,79849,TRUE,7.97652147,9.571445696,1.274151636,6.444287788
ZCTA5 79081,1109,147700,68542,79081,TRUE,7.389558233,9.344281947,2.282576798,6.443880917
ZCTA5 75428,913,162500,51424,75428,TRUE,7.995057152,9.255574203,1.554550906,6.441060393
ZCTA5 77651,1095,253200,81637,77651,TRUE,7.432808156,8.711939583,2.839505123,6.438556674
ZCTA5 78606,963,437600,94817,78606,TRUE,7.840593142,7.606689043,3.400048484,6.438258515
ZCTA5 78063,1044,304700,83914,78063,TRUE,7.590361446,8.403260609,2.936345581,6.438026435
ZCTA5 77351,1021,199700,66834,77351,TRUE,7.66141489,9.03260609,2.209935822,6.43732853
ZCTA5 76691,1064,304500,85694,76691,TRUE,7.528575842,8.404459362,3.012048705,6.436382757
ZCTA5 75855,830,186000,45962,75855,TRUE,8.251467408,9.11472069,1.322252891,6.431679038
ZCTA5 76501,1021,172500,62532,76501,TRUE,7.66141489,9.195636538,2.026972428,6.431348646
ZCTA5 76457,988,264100,72238,76457,TRUE,7.763361137,8.646607528,2.439767107,6.431256845
ZCTA5 76448,952,183000,57122,76448,TRUE,7.874575224,9.13270199,1.796885965,6.428706476
ZCTA5 79902,808,238500,50873,79902,TRUE,8.319431572,8.80004795,1.531116961,6.427122102
ZCTA5 75140,955,169200,55338,75140,TRUE,7.865307383,9.215415967,1.721012721,6.42705156
ZCTA5 77868,1019,214800,67890,77868,TRUE,7.667593451,8.942100216,2.254847339,6.426121647
ZCTA5 78102,1078,111000,58939,78102,TRUE,7.485325919,9.564253177,1.874162694,6.425655129
ZCTA5 76877,944,165400,53500,76877,TRUE,7.899289466,9.23819228,1.642842865,6.42402633
ZCTA5 78065,980,167300,57200,78065,TRUE,7.788075378,9.226804124,1.800203293,6.423332376
ZCTA5 76670,938,216900,60104,76670,TRUE,7.917825147,8.929513306,1.923709963,6.42309704
ZCTA5 77995,920,188600,54298,77995,TRUE,7.97343219,9.099136898,1.676781682,6.42214845
ZCTA5 79119,1283,366000,114432,79119,TRUE,6.852023479,8.035842724,4.2342714,6.421843628
ZCTA5 76073,1194,336000,101563,76073,TRUE,7.126969416,8.215655718,3.686954821,6.421570928
ZCTA5 77575,953,186300,57056,77575,TRUE,7.871485944,9.112922561,1.794078995,6.420694844
ZCTA5 78526,1095,185000,70565,78526,TRUE,7.432808156,9.120714457,2.368614675,6.419922002
ZCTA5 79104,912,94400,39920,79104,TRUE,7.998146432,9.6637497,1.065287566,6.417969753
ZCTA5 75670,912,112300,42386,75670,TRUE,7.998146432,9.55646128,1.170166164,6.417246806
ZCTA5 75644,996,163000,57633,75644,TRUE,7.738646895,9.25257732,1.818618716,6.416817569
ZCTA5 75439,1078,155400,64500,75439,TRUE,7.485325919,9.298129945,2.110671163,6.4167707
ZCTA5 78552,1113,169300,69811,78552,TRUE,7.377201112,9.214816591,2.336547172,6.416289574
ZCTA5 79932,1058,267200,78277,79932,TRUE,7.547111523,8.628026852,2.696604842,6.416234118
ZCTA5 75647,1076,167700,65809,75647,TRUE,7.491504479,9.224406617,2.166342731,6.413826596
ZCTA5 76667,958,154700,52541,76667,TRUE,7.856039543,9.302325581,1.602056743,6.413730515
ZCTA5 78359,940,117700,45458,78359,TRUE,7.911646586,9.524094941,1.300817849,6.412132472
ZCTA5 76264,997,309500,77955,76264,TRUE,7.735557615,8.37449053,2.682910232,6.411443275
ZCTA5 78541,961,156700,52863,78541,TRUE,7.846771702,9.290338048,1.615751354,6.410535501
ZCTA5 75948,1013,187000,62028,75948,TRUE,7.686129132,9.108726924,2.005537386,6.408730946
ZCTA5 79424,1218,296300,97231,79424,TRUE,7.052826691,8.453608247,3.502715531,6.40802781
ZCTA5 78504,1173,218900,81905,78504,TRUE,7.1918443,8.917525773,2.850903121,6.407266388
ZCTA5 78380,971,165600,54769,78380,TRUE,7.8158789,9.236993527,1.696813239,6.40649359
ZCTA5 76308,1108,213500,74772,76308,TRUE,7.392647513,8.949892112,2.547537735,6.406287959
ZCTA5 79602,1211,248100,89551,79602,TRUE,7.074451653,8.742507792,3.176086319,6.405358894
ZCTA5 75501,925,136100,45995,75501,TRUE,7.957985789,9.413809638,1.323656376,6.40443412
